trial_id,title,status,phase,sponsor,sponsor_class,intervention_names,intervention_types,countries,regions,last_update_posted,has_results,source_url
NCT00404794,A Study to Compare Mycophenolate Mofetil and Tacrolimus in the Treatment of Membranous Lupus Nephritis,COMPLETED,Phase 3,"Hospital Authority, Hong Kong",OTHER_GOV,prednisolone and mycophenolate mofetil; prednisolone and tacrolimus,drug,China,East Asia,2013-10-23,False,https://clinicaltrials.gov/study/NCT00404794
NCT00410384,A Study of Belimumab in Subjects With Systemic Lupus Erythematosus,COMPLETED,Phase 3,Human Genome Sciences Inc.,INDUSTRY,Belimumab 1 mg/kg; Belimumab 10 mg/kg; Placebo,drug,Austria; Belgium; Canada; Costa Rica; Czechia; France; Germany; Israel; Italy; Mexico; Netherlands; Poland; Puerto Rico; Romania; Slovakia; Spain; Sweden; United Kingdom; United States,Europe; Middle East; North America; Other / Global,2017-02-01,True,https://clinicaltrials.gov/study/NCT00410384
NCT00412841,Atorvastatin to Prevent Avascular Necrosis of Bone in Steroid Treated Exacerbated Systemic Lupus Erythematosus,TERMINATED,Phase 2,NYU Langone Health,OTHER,"Atorvastatin; MRI, Venipuncture; Placebo",drug; procedure,United States,North America,2018-11-23,True,https://clinicaltrials.gov/study/NCT00412841
NCT00413361,The Reduction of Systemic Lupus Erythematosus Flares :Study PLUS,COMPLETED,Phase 4,Assistance Publique - Hôpitaux de Paris,OTHER,versus hydroxychloroquine,drug,France,Europe,2011-01-27,False,https://clinicaltrials.gov/study/NCT00413361
NCT00417430,"Efficacy of Faslodex in Treatment of SLE Clinical, Serologic, and Molecular Studies",COMPLETED,Phase 2,"The Center for Rheumatic Disease, Allergy, & Immunology",OTHER,"ICI 182,780 (Faslodex)",drug,United States,North America,2009-09-22,False,https://clinicaltrials.gov/study/NCT00417430
NCT00418587,Vitamin D Therapy in Patients With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 1,Medical University of South Carolina,OTHER,Cholecalciferol,drug,United States,North America,2018-06-18,False,https://clinicaltrials.gov/study/NCT00418587
NCT00420121,European Society of Cutaneous Lupus Erythematosus (EUSCLE),UNKNOWN,N/A,European Society of Cutaneous Lupus Erythematosus e.V.,OTHER,laboratory analysis,procedure,Germany,Europe,2017-02-08,False,https://clinicaltrials.gov/study/NCT00420121
NCT00423098,Efficacy and Safety of Enteric-coated Mycophenolate Sodium in Combination With Two Corticosteroid Regimens for the Treatment of Lupus Nephritis Flare,COMPLETED,Phase 2,Novartis Pharmaceuticals,INDUSTRY,Methylprednisolone; Mycophenolate sodium; Prednisone,drug,Colombia; France; Germany; Greece; Hungary; Italy; Spain; Taiwan; United Kingdom,East Asia; Europe; Latin America,2011-06-28,True,https://clinicaltrials.gov/study/NCT00423098
NCT00424476,A Study of Belimumab in Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 3,Human Genome Sciences Inc.,INDUSTRY,Belimumab 1 mg/kg; Belimumab 10 mg/kg; Placebo,drug,Argentina; Australia; Brazil; Chile; Colombia; Hong Kong; India; Peru; Philippines; Romania; Russia; South Korea; Taiwan,East Asia; Europe; Latin America; Oceania; Other / Global; South Asia; Southeast Asia,2016-12-12,True,https://clinicaltrials.gov/study/NCT00424476
NCT00425438,A Study of CellCept (Mycophenolate Mofetil) in Patients With Lupus Nephritis.,TERMINATED,Phase 3,Hoffmann-La Roche,INDUSTRY,Azathioprine; Corticosteroids; Cyclophosphamide; Mycophenolate Mofetil,drug,China,East Asia,2014-09-25,True,https://clinicaltrials.gov/study/NCT00425438
NCT00429377,"Phase 3 Study of Tacrolimus (FK506) for Lupus Nephritis: A Placebo Controlled, Double-Blind Multicenter, Comparative Study",COMPLETED,Phase 3,Astellas Pharma Inc,INDUSTRY,tacrolimus,drug,Japan,East Asia,2007-01-31,False,https://clinicaltrials.gov/study/NCT00429377
NCT00430677,Efficacy and Safety Study of Abatacept to Treat Lupus Nephritis,TERMINATED,"Phase 2, Phase 3",Bristol-Myers Squibb,INDUSTRY,Abatacept; Corticosteroids (prednisone or prednisolone); Mycophenolate mofetil (MMF),drug,Argentina; Australia; Belgium; Brazil; Canada; China; France; Hong Kong; India; Mexico; Poland; Russia; South Africa; South Korea; Taiwan; Turkey (Türkiye); United Kingdom; United States,Africa; East Asia; Europe; Latin America; North America; Oceania; Other / Global; South Asia,2015-03-20,True,https://clinicaltrials.gov/study/NCT00430677
NCT00432354,An Open Labeled Pilot Study of Atorvastatin in Systemic Lupus Erythematosus,UNKNOWN,"Phase 2, Phase 3",Buddhist Tzu Chi General Hospital,OTHER,atorvastatin,drug,Taiwan,East Asia,2007-03-20,False,https://clinicaltrials.gov/study/NCT00432354
NCT00441220,Cyclophosphamide in Lupus Nephritis,UNKNOWN,N/A,"University of Auckland, New Zealand",OTHER,,,New Zealand,Oceania,2009-03-05,False,https://clinicaltrials.gov/study/NCT00441220
NCT00447265,Etanercept for the Treatment of Lupus Nephritis,TERMINATED,Phase 2,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Etanercept; Lupus Treatment- Standard of Care; Placebo,drug,United States,North America,2013-02-12,True,https://clinicaltrials.gov/study/NCT00447265
NCT00460928,Preventive IVIG Therapy for Congenital Heart Block,COMPLETED,Early Phase 1,NYU Langone Health,OTHER,intravenous immune globulin (IVIG),drug,United States,North America,2019-09-30,False,https://clinicaltrials.gov/study/NCT00460928
NCT00470522,Study of Methotrexate in Lupus Erythematosus,COMPLETED,Phase 3,"University Health Network, Toronto",OTHER,Methotrexate and folic acid,drug,Canada,North America,2007-05-07,False,https://clinicaltrials.gov/study/NCT00470522
NCT00479622,Study of TRU-015 in Subjects With Membranous Nephropathy Secondary to Systemic Lupus Erythematosus,TERMINATED,Phase 1,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY,TRU-015,drug,United States,North America,2008-05-08,False,https://clinicaltrials.gov/study/NCT00479622
NCT00482989,A Study to Evaluate the Safety and Tolerability of Multiple Intravenous Doses of MEDI 545 in Patients With Systemic Lupus Erythematosus,COMPLETED,Phase 1,MedImmune LLC,INDUSTRY,MEDI 545; Placebo,biological; other,Argentina; Brazil; Chile; United States,Latin America; North America,2012-07-11,False,https://clinicaltrials.gov/study/NCT00482989
NCT00483613,Effects of Treatment of Chronic Stress in Patients With Lupus,COMPLETED,N/A,University Hospital Virgen de las Nieves,OTHER,Cognitive-behavioral therapy of Meichenbaum,behavioral,Spain,Europe,2007-06-07,False,https://clinicaltrials.gov/study/NCT00483613
NCT00493753,Feasibility and Safety of Acupuncture for Systemic Lupus,COMPLETED,N/A,University of Pittsburgh,OTHER,Acupuncture,procedure,United States,North America,2007-06-28,False,https://clinicaltrials.gov/study/NCT00493753
NCT00504244,Myfortic Versus Azathioprine in Systemic Lupus Erythematosus,TERMINATED,Phase 3,Erasmus Medical Center,OTHER,continuation of azathioprine; switch to Myfortic,drug,Netherlands,Europe,2010-11-16,False,https://clinicaltrials.gov/study/NCT00504244
NCT00508898,The Efficacy and Safety of Calcitriol for the Treatment of Lupus Nephritis and Persistent Proteinuria,WITHDRAWN,Phase 4,Chinese University of Hong Kong,OTHER,Calcitriol; Multivitamin,drug,,,2015-08-04,False,https://clinicaltrials.gov/study/NCT00508898
NCT00512694,Duke Lupus Registry,RECRUITING,N/A,Duke University,OTHER,,,United States,North America,2026-01-08,False,https://clinicaltrials.gov/study/NCT00512694
NCT00513591,Duke Autoimmunity in Pregnancy Registry,COMPLETED,N/A,Duke University,OTHER,,,United States,North America,2019-10-23,False,https://clinicaltrials.gov/study/NCT00513591
NCT00519363,"Statins and Lupus: Effects of Statins on Clinical Lupus Parameters, Serological Markers and Toll-like Receptors",COMPLETED,"Phase 1, Phase 2","The Center for Rheumatic Disease, Allergy, & Immunology",OTHER,atorvastatin,drug,United States,North America,2010-03-24,False,https://clinicaltrials.gov/study/NCT00519363
NCT00519454,Estrogen and Gender Biased Autoimmunity,UNKNOWN,N/A,"The Center for Rheumatic Disease, Allergy, & Immunology",OTHER,Peripheral lab draws,other,United States,North America,2010-09-08,False,https://clinicaltrials.gov/study/NCT00519454
NCT00522002,CLUE Study: Connective Tissue Disease Leg Ulcer Etiology Study,COMPLETED,N/A,George Washington University,OTHER,,,United States,North America,2017-08-30,False,https://clinicaltrials.gov/study/NCT00522002
NCT00527176,Pulse Corticosteroid Therapy and Effect on Brain Water Diffusivity,UNKNOWN,N/A,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,OTHER,,,Belgium,Europe,2007-09-10,False,https://clinicaltrials.gov/study/NCT00527176
NCT00539799,Steroids in the Maintenance of Remission of Proliferative Lupus Nephritis,WITHDRAWN,Phase 3,Cambridge University Hospitals NHS Foundation Trust,OTHER,Placebo; prednisolone,drug,United Kingdom,Europe,2008-05-29,False,https://clinicaltrials.gov/study/NCT00539799
NCT00539838,A Study to Evaluate Two Doses of Ocrelizumab in Patients With Active Systemic Lupus Erythematosus (BEGIN),TERMINATED,Phase 3,"Genentech, Inc.",INDUSTRY,"Immunosuppressive regime (azathioprine, mycophenolate mofetil or methotrexate); Methylprednisolone; Ocrelizumab; Placebo; Prednisone",drug,,,2020-09-17,True,https://clinicaltrials.gov/study/NCT00539838
NCT00541749,A Study of rhuMAb IFNalpha in Adults With Systemic Lupus Erythematosus,COMPLETED,Phase 1,"Genentech, Inc.",INDUSTRY,rhuMAb IFNalpha,drug,,,2011-09-22,False,https://clinicaltrials.gov/study/NCT00541749
NCT00544102,Insulin Resistance and Atherosclerosis in Women With Lupus,COMPLETED,N/A,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),NIH,,,United States,North America,2019-12-17,False,https://clinicaltrials.gov/study/NCT00544102
NCT00547014,First Safety Study in Humans of a Single Dose of CPG 52364,COMPLETED,Phase 1,Pfizer,INDUSTRY,"52364 1 mg; 52364 10 mg; 52364 100 mg; 52364 3 mg; 52364 30 mg; Placebo Comparator: Cohort 1 Placebo; Placebo Comparator: Cohorts 2, 3, 4 & 5 Two subjects each arm will be assigned to receive placebo",drug,United States,North America,2009-03-19,False,https://clinicaltrials.gov/study/NCT00547014
NCT00556192,Can Targeted Elimination of B-cell Depletion Therapy and/or Combination Therapy on Systemic Lupus Erythematosus,COMPLETED,Phase 2,Chinese University of Hong Kong,OTHER,rituximab,drug,China,East Asia,2012-02-13,False,https://clinicaltrials.gov/study/NCT00556192
NCT00563082,Analyzing the Association of Gene Variants With Increased Risk of Coronary Heart Disease in Women With Systemic Lupus Erythematosus,COMPLETED,N/A,University of Pittsburgh,OTHER,,,,,2023-11-18,False,https://clinicaltrials.gov/study/NCT00563082
NCT00569101,A Pilot Study for the Efficacy and Safety of Tacrolimus in the Treatment of Refractory Lupus Nephritis,UNKNOWN,Phase 2,Seoul National University Hospital,OTHER,tacrolimus,drug,South Korea,Other / Global,2007-12-06,False,https://clinicaltrials.gov/study/NCT00569101
NCT00573157,The Efficacy and Safety of Atacicept in Combination With Mycophenolate Mofetil Used to Treat Lupus Nephritis,TERMINATED,"Phase 2, Phase 3",EMD Serono,INDUSTRY,Atacicept; Corticosteroids; Mycophenolate mofetil; Placebo,drug,Czechia; Malaysia; Singapore; Taiwan; United States,East Asia; Europe; North America; Southeast Asia,2016-03-23,True,https://clinicaltrials.gov/study/NCT00573157
NCT00582465,Study to Evaluate the Natural History of Osteoporosis in Children and Adolescents With Systemic Lupus Erythematosus,COMPLETED,N/A,"University of California, San Francisco",OTHER,,,United States,North America,2020-04-01,False,https://clinicaltrials.gov/study/NCT00582465
NCT00582881,Characteristics and Disease Progression of Mixed Connective Tissue Disease and Systemic Lupus Erythematosus,COMPLETED,N/A,University of Miami,OTHER,,,United States,North America,2026-03-19,False,https://clinicaltrials.gov/study/NCT00582881
NCT00583362,A Continuation Trial for Subjects With Systemic Lupus Erythematosus That Have Completed Protocol LBSL02,COMPLETED,Phase 2,"Human Genome Sciences Inc., a GSK Company",INDUSTRY,Belimumab,biological,Canada; United States,North America,2019-07-23,True,https://clinicaltrials.gov/study/NCT00583362
NCT00588393,FolateScan in Autoimmune Disease,COMPLETED,Phase 2,Mayo Clinic,OTHER,FolateScan (Technetium Tc 99mEC20),drug,United States,North America,2010-04-16,False,https://clinicaltrials.gov/study/NCT00588393
NCT00594932,Biomarker-Linked Outcomes of Cellcept in Lupus Arthritis,COMPLETED,"Phase 1, Phase 2",Oklahoma Medical Research Foundation,OTHER,mycophenolate mofetil; placebo,drug; other,United States,North America,2020-10-09,True,https://clinicaltrials.gov/study/NCT00594932
NCT00608127,"Study to Evaluate the Safety, Tolerability and Short Term Efficacy of Extracorporeal Specific Immunoadsorption LupusorbTM Columns for the Treatment of Systemic Lupus Erythematosus (SLE) Patients",UNKNOWN,N/A,Verto LTD,INDUSTRY,LupusorbTM,device,Israel,Middle East,2008-05-23,False,https://clinicaltrials.gov/study/NCT00608127
NCT00610805,Cardiology Prevention in Systemic Lupus Erythematosus (SLE),WITHDRAWN,N/A,University of Pittsburgh,OTHER,Preventive Cardiology; Usual Care,other,United States,North America,2016-01-15,False,https://clinicaltrials.gov/study/NCT00610805
NCT00611611,BLYS and IFN in SLE,COMPLETED,N/A,University of Alabama at Birmingham,OTHER,fluzone; pneumovax,biological,United States,North America,2011-04-28,False,https://clinicaltrials.gov/study/NCT00611611
NCT00611663,Safety Study of Two Vaccine Strategies in Patients With Systemic Lupus Erythematosus,COMPLETED,"Phase 2, Phase 3",Assistance Publique - Hôpitaux de Paris,OTHER,"Placebo, Pneumo23®; Prevenar® and Pneumo23®",biological,France,Europe,2025-09-08,False,https://clinicaltrials.gov/study/NCT00611663
NCT00615173,"Prospective, Randomized, Multicenter, Control Study to Assess the Efficacy and Safety of Tacrolimus in Induction and Maintenance Phase Treatment in Lupus Nephritis",COMPLETED,Phase 3,Sun Yat-sen University,OTHER,cyclophosphamide or azathioprine; tacrolimus (FK506),drug,China,East Asia,2008-10-29,False,https://clinicaltrials.gov/study/NCT00615173
NCT00624338,Atacicept Phase 2/3 in Generalized Systemic Lupus Erythematosus (APRIL-SLE),COMPLETED,"Phase 2, Phase 3",EMD Serono,INDUSTRY,Atacicept 150 mg; Atacicept 75 mg; Placebo Comparator,drug; other,Argentina; Australia; Austria; Bulgaria; Croatia; Czechia; France; Germany; Greece; India; Israel; Latvia; Lebanon; Lithuania; Malaysia; Mexico; Netherlands; Philippines; Poland; Russia; Serbia; South Africa; South Korea; Spain; Switzerland; Taiwan; Ukraine; United Kingdom; United States,Africa; East Asia; Europe; Latin America; Middle East; North America; Oceania; Other / Global; South Asia; Southeast Asia,2016-03-14,True,https://clinicaltrials.gov/study/NCT00624338
NCT00624351,Study of Epratuzumab in Serologically-positive Systemic Lupus Erythematosus (SLE) Patients With Active Disease,COMPLETED,Phase 2,UCB Pharma,INDUSTRY,Epratuzumab; Placebo,biological; other,Belgium; Brazil; Hong Kong; Hungary; India; Lithuania; Poland; Spain; Ukraine; United Kingdom; United States,East Asia; Europe; Latin America; North America; South Asia,2011-09-12,False,https://clinicaltrials.gov/study/NCT00624351
NCT00626197,A Study to Evaluate Ocrelizumab in Patients With Nephritis Due to Systemic Lupus Erythematosus (BELONG),TERMINATED,Phase 3,"Genentech, Inc.",INDUSTRY,Azathioprine; Corticosteroids; Cyclophosphamide; Mycophenolate Mofetil; Ocrelizumab; Placebo,drug,,,2020-12-22,True,https://clinicaltrials.gov/study/NCT00626197
NCT00637819,Leflunomide in Systemic Lupus Erythematosus,COMPLETED,Phase 2,Sanofi,INDUSTRY,Leflunomide,drug,Hong Kong,East Asia,2008-03-28,False,https://clinicaltrials.gov/study/NCT00637819
NCT00657007,Phase 1 Study of Belimumab in Subjects With Systemic Lupus Erythematosus (SLE),COMPLETED,Phase 1,Human Genome Sciences Inc.,INDUSTRY,Placebo; belimumab,biological,United States,North America,2013-08-02,False,https://clinicaltrials.gov/study/NCT00657007
NCT00657189,A Study to Evaluate Safety and Tolerability of Subcutaneous Doses of MEDI-545 in Subjects With Lupus,COMPLETED,Phase 2,MedImmune LLC,INDUSTRY,MEDI-545; Placebo,drug,United States,North America,2016-08-09,False,https://clinicaltrials.gov/study/NCT00657189
NCT00659217,Effect of Mesenchymal Stem Cell Transplantation for Lupus Nephritis,UNKNOWN,"Phase 1, Phase 2","Organ Transplant Institute, China",OTHER_GOV,mesenchymal stem cell,biological,China,East Asia,2008-04-16,False,https://clinicaltrials.gov/study/NCT00659217
